ID,box,test_date,time_start,set_number,chamber,sex,population,site,host_plant,flew,died?,flight_type,flight_details,NOTES,filename,mass,short-wing?,eggs,time_end,latitude,longitutde
320,C,10.21,10:40,23,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,,set023-10-21-19-B1.txt,,,Y,,27.298660028,-81.36611608
263,C,10.21,10:40,23,B-2,F,North Key Largo,DD,C. corindum,N,,,,,set023-10-21-19-B2.txt,,,Y,,25.28636983,-80.29077075
376,D,10.21,10:40,23,B-3,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,set023-10-21-19-B3.txt,,,Y,,28.812980,-81.877895
408,D,10.21,10:40,23,B-4,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set023-10-21-19-B4.txt,,,,,29.661821,-82.347211
54,B,10.21,11:20,24,A-1,M,Key Largo,JP Grove,C. corindum,Y,,B,bursts,non-J.haematoloma,set024-10-21-19-A1.txt,,,,,25.12846,-80.40809
76,B,10.21,11:20,24,A-2,F,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set024-10-21-19-A2.txt,,,Y,,25.1755048,-80.36782055
189,E,10.21,11:20,24,A-3,M,North Key Largo,N. Dagny,C. corindum,N,,,,,set024-10-21-19-A3.txt,,,,,25.18229498,-80.36369887
270,C,10.21,11:20,24,A-4,F,North Key Largo,DD,C. corindum,N,,,,,set024-10-21-19-A4.txt,,,Y,,25.28636983,-80.29077075
114,A,10.21,11:20,24,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,,,,25.491968,-80.48562
210,E,10.21,11:20,24,B-2,M,North Key Largo,Charlemagne,C. corindum,N,,,,no recording,NA,,,,,25.1948419,-80.34590136
107,A,10.21,11:20,24,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,,Y,,25.491968,-80.48562
306,C,10.21,11:20,24,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,,Y,,27.298660028,-81.36611608
286,Petri2,10.21,12:00,25,A-1,M,North Key Largo,DD,C. corindum,Y,,C,continuous,,set025-10-21-19-A1.txt,,,,,25.28636983,-80.29077075
417,D,10.21,12:00,25,A-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set025-10-21-19-A2.txt,,,,,29.661821,-82.347211
308,C,10.21,12:00,25,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set025-10-21-19-A3.txt,,,,,27.298660028,-81.36611608
154,D,10.21,12:00,25,A-4,F,Lake Wales,Polk,K. elegans,N,,,,,set025-10-21-19-A4.txt,,,Y,,27.903346,-81.589461
315,C,10.21,12:00,25,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,,Y,,27.298660028,-81.36611608
406,D,10.21,12:00,25,B-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,,,,29.661821,-82.347211
420,D,10.21,12:00,25,B-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,NA,,,,no recording; paint came off pre-trail,NA,,,,,29.661821,-82.347211
392,Petri1,10.21,12:00,25,B-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,,,Y,,28.812980,-81.877895
111,A,10.21,12:35,26,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set026-10-21-19-A1.txt,,,,,25.491968,-80.48562
91,Petri1,10.21,12:35,26,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set026-10-21-19-A2.txt,,,,,25.491968,-80.48562
404,Petri2,10.21,12:35,26,A-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,B,bursts,,set026-10-21-19-A3.txt,,,Y,,29.661821,-82.347211
353,D,10.21,12:35,26,A-4,M,Lake Placid,Barber shop,K. elegans,N,,,,,set026-10-21-19-A4.txt,,,,,27.298660028,-81.36611608
325,C,10.21,12:35,26,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,,Y,,27.298660028,-81.36611608
196,E,10.21,12:35,26,B-2,F,North Key Largo,Charlemagne,C. corindum,N,,,,no recording,NA,,,,,25.1948419,-80.34590136
399,D,10.21,12:35,26,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,,,,29.661821,-82.347211
142,Petri1,10.21,12:35,26,B-4,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,,,Y,,27.903346,-81.589461
159,D,10.21,1:10,27,A-1,M,Lake Wales,Polk,K. elegans,N,,,,,set027-10-21-19-A1.txt,,,,,27.903346,-81.589461
46,A,10.21,1:10,27,A-2,F,Key Largo,JP Grove,C. corindum,N,,,,,set027-10-21-19-A2.txt,,,Y,,25.12846,-80.40809
50,B,10.21,1:10,27,A-3,M,Key Largo,JP Grove,C. corindum,Y,,B,bursts,,set027-10-21-19-A3.txt,,,,,25.12846,-80.40809
84,B,10.21,1:10,27,A-4,M,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,set027-10-21-19-A4.txt,,,,,25.173694,-80.371532
12,A,10.21,1:10,27,B-1,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set027-10-21-19-B1.txt,,,Y,,24.96448253,-80.56738908
213,E,10.21,1:10,27,B-2,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set027-10-21-19-B2.txt,,,,,25.1948419,-80.34590136
16,A,10.21,1:10,27,B-3,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set027-10-21-19-B3.txt,,,,,24.96448253,-80.56738908
183,Petri1,10.21,1:10,27,B-4,M,North Key Largo,N. Dagny,C. corindum,Y,,B,bursts,,set027-10-21-19-B4.txt,,,,,25.18229498,-80.36369887
18,A,10.21,3:25,28,A-1,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set028-10-21-19-A1.txt,,,,,24.96448253,-80.56738908
59,B,10.21,3:25,28,A-2,M,Key Largo,JP Grove,C. corindum,N,,,,,set028-10-21-19-A2.txt,,,,,25.12846,-80.40809
337,D,10.21,3:25,28,A-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set028-10-21-19-A3.txt,,,,,27.298660028,-81.36611608
319,C,10.21,3:25,28,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set028-10-21-19-A4.txt,,,Y,,27.298660028,-81.36611608
311,C,10.21,3:25,28,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set028-10-21-19-B1.txt,,,,,27.298660028,-81.36611608
245,E,10.21,3:25,28,B-2,F,North Key Largo,DD front,C. corindum,N,,,,,set028-10-21-19-B2.txt,,,Y,,25.27352007,-80.30428184
252,E,10.21,3:25,28,B-3,F,North Key Largo,DD -inter,C. corindum,N,,,,,set028-10-21-19-B3.txt,,,Y,,25.252842,-80.311826
284,C,10.21,3:25,28,B-4,M,North Key Largo,DD,C. corindum,N,,,,,set028-10-21-19-B4.txt,,,,,25.28636983,-80.29077075
323,C,10.21,4:10,29,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set029-10-21-19-A1.txt,,,,,27.298660028,-81.36611608
90,Petri1,10.21,4:10,29,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set029-10-21-19-A2.txt,,,,,25.491968,-80.48562
340,D,10.21,4:10,29,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set029-10-21-19-A3.txt,,,,,27.298660028,-81.36611608
65,B,10.21,4:10,29,A-4,F,Key Largo,JP Grove,C. corindum,N,,,,,set029-10-21-19-A4.txt,,,Y,,25.12846,-80.40809
336,D,10.21,4:10,29,B-1,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set029-10-21-19-B1.txt,,,Y,,27.298660028,-81.36611608
343,D,10.21,4:10,29,B-2,M,Lake Placid,Barber shop,K. elegans,N,,,,,set029-10-21-19-B2.txt,,,,,27.298660028,-81.36611608
409,D,10.21,4:10,29,B-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set029-10-21-19-B3.txt,,,,,29.661821,-82.347211
342,D,10.21,4:10,29,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set029-10-21-19-B4.txt,,,,,27.298660028,-81.36611608
119,A,10.21,4:50,30,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set030-10-21-19-A1.txt,,,,,25.491968,-80.48562
2,Petri1,10.21,4:50,30,A-2,F,Plantation Key,Founder's #2,C. corindum,N,,,,,set030-10-21-19-A2.txt,,,Y,,24.985185,-80.547098
380,D,10.21,4:50,30,A-3,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,set030-10-21-19-A3.txt,,,Y,,28.812980,-81.877895
245,,10.23,9:00am,31,A-1,F,North Key Largo,DD front,C. corindum,N,Y,,,,set031-10-23-19-A1.txt,,N,Y,,25.27352007,-80.30428184
333,,10.23,9:00am,31,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set031-10-23-19-A2.txt,,N,Y,,27.298660028,-81.36611608
329,,10.23,9:00am,31,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set031-10-23-19-A3.txt,,N,,,27.298660028,-81.36611608
226,,10.23,9:00am,31,A-4,M,North Key Largo,Carysfort Cr,C. corindum,Y,,B,burst,,set031-10-23-19-A4.txt,,N,,,25.25647566,-80.31068981
103,,10.23,9:00am,31,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set031-10-23-19-B1.txt,,N,,,25.491968,-80.48562
96,,10.23,9:00am,31,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set031-10-23-19-B2.txt,,N,,,25.491968,-80.48562
109,,10.23,9:00am,31,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,burst,,set031-10-23-19-B3.txt,,N,Y,,25.491968,-80.48562
390,P,10.23,9:00am,31,B-4,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set031-10-23-19-B4.txt,,N,,,28.812980,-81.877895
421,,10.23,10:00am,32,A-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,,set032-10-23-19-A1.txt,,N,,,29.661821,-82.347211
65,,10.23,10:00am,32,A-2,F,Key Largo,JP Grove,C. corindum,N,,,,,set032-10-23-19-A2.txt,,N,Y,,25.12846,-80.40809
125,,10.23,10:00am,32,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set032-10-23-19-A3.txt,,N,,,25.491968,-80.48562
197,,10.23,10:00am,32,A-4,M,North Key Largo,Charlemagne,C. corindum,Y,,B,burst,,set032-10-23-19-A4.txt,,N,,,25.1948419,-80.34590136
402,P,10.23,10:00am,32,B-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set032-10-23-19-B1.txt,,N,,,29.661821,-82.347211
74,,10.23,10:00am,32,B-2,F,North Key Largo,Dagny Trellis,C. corindum,N,Y,,,,set032-10-23-19-B2.txt,,N,Y,,25.1755048,-80.36782055
235,,10.23,10:00am,32,B-3,F,North Key Largo,Carysfort Cr,C. corindum,Y,,C,continuous; 60+ min,,set032-10-23-19-B3.txt,,N,Y,,25.25647566,-80.31068981
351,,10.23,10:00am,32,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set032-10-23-19-B4.txt,,N,,,27.298660028,-81.36611608
319,,10.23,1:00pm,33,A-1,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set033-10-23-19-A1.txt,,N,Y,,27.298660028,-81.36611608
262,,10.23,1:00pm,33,A-2,M,North Key Largo,DD,C. corindum,Y,,B,bursts,,set033-10-23-19-A2.txt,,N,,,25.28636983,-80.29077075
136,,10.23,1:00pm,33,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,started at 35 min,set033-10-23-19-A3.txt,,N,,,25.491968,-80.48562
296,P,10.23,1:00pm,33,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set033-10-23-19-A4.txt,,,Y,,27.298660028,-81.36611608
375,P,10.23,1:00pm,33,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set033-10-23-19-B1.txt,,N,Y,,28.812980,-81.877895
254,,10.23,1:00pm,33,B-2,M,North Key Largo,DD,C. corindum,N,,,,,set033-10-23-19-B2.txt,,N,,,25.28636983,-80.29077075
376,,10.23,1:00pm,33,B-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,readjusted at times; bug rotated as it flew,set033-10-23-19-B4.txt,,N,Y,,28.812980,-81.877895
153,,10.23,2:15pm,34,A-1,F,Lake Wales,Polk,K. elegans,N,,,,,set034-10-23-19-A1.txt,,N,Y,,27.903346,-81.589461
95,,10.23,2:15pm,34,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set034-10-23-19-A2.txt,,N,Y,,25.491968,-80.48562
213,,10.23,2:15pm,34,A-3,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set034-10-23-19-A3.txt,,N,,,25.1948419,-80.34590136
286,P,10.23,2:15pm,34,A-4,M,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,set034-10-23-19-A4.txt,,N,,,25.28636983,-80.29077075
300,,10.23,2:15pm,34,B-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set034-10-23-19-B1.txt,,N,,,27.298660028,-81.36611608
280,,10.23,2:15pm,34,B-2,M,North Key Largo,DD,C. corindum,N,,,,,set034-10-23-19-B2.txt,,N,,,25.28636983,-80.29077075
50,,10.23,2:15pm,34,B-3,M,Key Largo,JP Grove,C. corindum,Y,,B,bursts,,set034-10-23-19-B3.txt,,N,,,25.12846,-80.40809
279,,10.23,2:15pm,34,B-4,M,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,set034-10-23-19-B4.txt,,N,,,25.28636983,-80.29077075
413,,10.23,3:25pm,35,A-1,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,no recording,NA,,N,Y,,29.661821,-82.347211
407,,10.23,3:25pm,35,A-2,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,no recording,NA,,N,,,29.661821,-82.347211
224,,10.23,3:25pm,35,A-3,M,North Key Largo,Carysfort Cr,C. corindum,N,Y,,,no recording,NA,,N,,,25.25647566,-80.31068981
148,,10.23,3:25pm,35,A-4,M,Lake Wales,Polk,K. elegans,N,Y,,,no recording,NA,,N,,,27.903346,-81.589461
58,,10.23,3:25pm,35,B-1,F,Key Largo,JP Grove,C. corindum,,Y,,,,set035-10-23-19-B1.txt,,N,,,25.12846,-80.40809
91,P,10.23,3:25pm,35,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,Y,C,continuous; 60+ min,,set035-10-23-19-B2.txt,,N,,,25.491968,-80.48562
276,,10.23,3:25pm,35,B-3,M,North Key Largo,DD,C. corindum,Y,,C,continuous; 60+ min,,set035-10-23-19-B3.txt,,N,,,25.28636983,-80.29077075
118,,10.23,3:25pm,35,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,trial ended at 30 min because paint fell off,set035-10-23-19-B4.txt,,N,,,25.491968,-80.48562
155,,10.24,9:00am,36,A-1,M,Lake Wales,Polk,K. elegans,N,Y,,,no recording,NA,,N,,,27.903346,-81.589461
285,P,10.24,9:00am,36,A-2,F,North Key Largo,DD,C. corindum,N,,,,no recording,NA,,N,Y,,25.28636983,-80.29077075
409,,10.24,9:00am,36,A-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,N,,,29.661821,-82.347211
98,P,10.24,9:00am,36,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,N,Y,,25.491968,-80.48562
159,,10.24,9:00am,36,B-1,M,Lake Wales,Polk,K. elegans,N,,,,,set036-10-24-19-B1.txt,,N,,,27.903346,-81.589461
67,P,10.24,9:00am,36,B-2,M,North Key Largo,Dagny Trellis,C. corindum,Y,,B,bursts,,set036-10-24-19-B2.txt,,N,,,25.1755048,-80.36782055
321,,10.24,9:00am,36,B-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set036-10-24-19-B3.txt,,N,,,27.298660028,-81.36611608
183,P,10.24,9:00am,36,B-4,M,North Key Largo,N. Dagny,C. corindum,Y,,C,continuous; 60+ min,,set036-10-24-19-B4.txt,,N,,,25.18229498,-80.36369887
49,,10.24,10:10am,37,A-1,M,Key Largo,JP Grove,C. corindum,Y,Y,C,continuous; 60+ min,,set037-10-24-19-A1.txt,,N,,,25.12846,-80.40809
323,,10.24,10:10am,37,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-A2.txt,,N,,,27.298660028,-81.36611608
107,,10.24,10:10am,37,A-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set037-10-24-19-A3.txt,,N,Y,,25.491968,-80.48562
320,,10.24,10:10am,37,A-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set037-10-24-19-A4.txt,,N,Y,,27.298660028,-81.36611608
380,,10.24,10:10am,37,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; 60+ min,,set037-10-24-19-B1.txt,,N,Y,,28.812980,-81.877895
208,,10.24,10:10am,37,B-2,F,North Key Largo,Charlemagne,C. corindum,N,,,,,set037-10-24-19-B2.txt,,N,Y,,25.1948419,-80.34590136
404,P,10.24,10:10am,37,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-B3.txt,,N,Y,,29.661821,-82.347211
116,,10.24,10:10am,37,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-B4.txt,,N,,,25.491968,-80.48562
284,,10.24,11:20am,38,A-1,M,North Key Largo,DD,C. corindum,N,,,,,set038-10-24-19-A1.txt,,N,,,25.28636983,-80.29077075
152,,10.24,11:20am,38,A-2,M,Lake Wales,Polk,K. elegans,Y,,B,bursts,,set038-10-24-19-A2.txt,,N,,,27.903346,-81.589461
331,,10.24,11:20am,38,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set038-10-24-19-A3.txt,,N,Y,,27.298660028,-81.36611608
302,,10.24,11:20am,38,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set038-10-24-19-A4.txt,,N,Y,,27.298660028,-81.36611608
318,,10.24,11:20am,38,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set038-10-24-19-B1.txt,,N,,,27.298660028,-81.36611608
149,,10.24,11:20am,38,B-2,F,Lake Wales,Polk,K. elegans,N,,,,,set038-10-24-19-B2.txt,,N,Y,,27.903346,-81.589461
253,,10.24,11:20am,38,B-3,F,North Key Largo,DD,C. corindum,N,,,,,set038-10-24-19-B3.txt,,N,Y,,25.28636983,-80.29077075
134,,10.24,11:20am,38,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,CB,continuous to bursts,,set038-10-24-19-B4.txt,,N,,,25.491968,-80.48562
203,,10.24,12:35pm,39,A-1,F,North Key Largo,Charlemagne,C. corindum,N,,,,,set039-10-24-19-A1.txt,,N,Y,,25.1948419,-80.34590136
198,,10.24,12:35pm,39,A-2,F,North Key Largo,Charlemagne,C. corindum,N,,,,,set039-10-24-19-A2.txt,,N,Y,,25.1948419,-80.34590136
123,,10.24,12:35pm,39,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set039-10-24-19-A3.txt,,N,,,25.491968,-80.48562
282,,10.24,12:35pm,39,A-4,M,North Key Largo,DD,C. corindum,N,Y,,,,set039-10-24-19-A4.txt,,N,,,25.28636983,-80.29077075
66,P,10.24,12:35pm,39,B-1,F,North Key Largo,Dagny Trellis,C. corindum,N,Y,,,,set039-10-24-19-B1.txt,,N,Y,,25.1755048,-80.36782055
343,,10.24,12:35pm,39,B-2,M,Lake Placid,Barber shop,K. elegans,N,,,,,set039-10-24-19-B2.txt,,N,,,27.298660028,-81.36611608
68,P,10.24,12:35pm,39,B-3,M,North Key Largo,Dagny Trellis,C. corindum,Y,,BC,bursts to continuous; 60+ min,,set039-10-24-19-B3.txt,,N,Y,,25.1755048,-80.36782055
69,P,10.24,12:35pm,39,B-4,F,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set039-10-24-19-B4.txt,,N,Y,,25.1755048,-80.36782055
81,,10.24,1:40pm,40,A-1,M,North Key Largo,Dagny 1/2 Loop,C. corindum,N,,,,,set040-10-24-19-A1.txt,0.042,N,,,25.173694,-80.371532
263,,10.24,1:40pm,40,A-2,F,North Key Largo,DD,C. corindum,N,,,,,set040-10-24-19-A2.txt,0.093,N,Y,,25.28636983,-80.29077075
229,,10.24,1:40pm,40,A-3,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set040-10-24-19-A3.txt,0.061,N,Y,,25.25647566,-80.31068981
92,,10.24,1:40pm,40,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set040-10-24-19-A4.txt,0.046,N,,,25.491968,-80.48562
354,,10.24,1:40pm,40,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.075,N,Y,,27.298660028,-81.36611608
336,,10.24,1:40pm,40,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.069,N,Y,,27.298660028,-81.36611608
406,,10.24,1:40pm,40,B-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,0.03,N,,,29.661821,-82.347211
314,,10.24,1:40pm,40,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.083,N,Y,,27.298660028,-81.36611608
48,,10.25,9:25am,41,A-1,F,Key Largo,JP Grove,C. corindum,N,,,,,set041-10-25-19-A1.txt,0.102,N,Y,,25.12846,-80.40809
330,,10.25,9:25am,41,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set041-10-25-19-A2.txt,0.043,N,,,27.298660028,-81.36611608
129,,10.25,9:25am,41,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set041-10-25-19-A3.txt,0.051,N,,,25.491968,-80.48562
99,P,10.25,9:25am,41,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set041-10-25-19-A4.txt,0.043,N,,,25.491968,-80.48562
223,,10.25,9:25am,41,B-1,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set041-10-25-19-B1.txt,0.07,N,,,25.25647566,-80.31068981
410,,10.25,9:25am,41,B-2,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set041-10-25-19-B2.txt,0.071,N,Y,,29.661821,-82.347211
416,,10.25,9:25am,41,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,C,continuous; 60+ min,,set041-10-25-19-B3.txt,0.064,N,Y,,29.661821,-82.347211
114,,10.25,9:25am,41,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set041-10-25-19-B4.txt,0.045,N,,,25.491968,-80.48562
255,,10.25,10:40am,42,A-1,M,North Key Largo,DD,C. corindum,N,,,,,set042-10-25-19-A1.txt,0.029,N,,,25.28636983,-80.29077075
391,P,10.25,10:40am,42,A-2,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set042-10-25-19-A2.txt,0.029,N,,,28.812980,-81.877895
342,,10.25,10:40am,42,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set042-10-25-19-A3.txt,0.05,N,,,27.298660028,-81.36611608
84,,10.25,10:40am,42,A-4,M,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,set042-10-25-19-A4.txt,0.043,N,,,25.173694,-80.371532
335,,10.25,10:40am,42,B-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.113,N,Y,,27.298660028,-81.36611608
283,,10.25,10:40am,42,B-3,F,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.078,N,Y,,25.28636983,-80.29077075
146,P,10.25,10:40am,42,B-4,M,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.025,N,,,27.903346,-81.589461
310,,10.25,12:40pm,43,A-1,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.1,N,Y,,27.298660028,-81.36611608
325,,10.25,12:40pm,43,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,N,Y,,27.298660028,-81.36611608
187,,10.25,12:40pm,43,A-3,F,North Key Largo,N. Dagny,C. corindum,N,,,,no recording,NA,0.091,N,Y,,25.18229498,-80.36369887
298,P,10.25,12:40pm,43,A-4,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,0.154,N,Y,,27.298660028,-81.36611608
295,P,10.25,12:40pm,43,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; 60+ min,,set043-10-25-19-B1.txt,0.05,N,,,27.298660028,-81.36611608
126,,10.25,12:40pm,43,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set043-10-25-19-B2.txt,0.049,N,,,25.491968,-80.48562
397,,10.25,12:40pm,43,B-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set043-10-25-19-B3.txt,0.129,N,Y,,29.661821,-82.347211
120,,10.25,12:40pm,43,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set043-10-25-19-B4.txt,0.043,N,,,25.491968,-80.48562
30,,10.25,1:50pm,44,A-1,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set044-10-25-19-A1.txt,0.067,N,Y,,24.96448253,-80.56738908
139,P,10.25,1:50pm,44,A-2,F,Lake Wales,Polk,K. elegans,N,,,,,set044-10-25-19-A2.txt,0.118,N,Y,,27.903346,-81.589461
237,,10.25,1:50pm,44,A-3,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set044-10-25-19-A3.txt,0.04,N,,,25.25647566,-80.31068981
113,,10.25,1:50pm,44,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; 60+ min,,set044-10-25-19-A4.txt,0.035,N,,,25.491968,-80.48562
384,,10.25,1:50pm,44,B-1,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set044-10-25-19-B1.txt,0.035,N,,,28.812980,-81.877895
54,,10.25,1:50pm,44,B-2,M,Key Largo,JP Grove,C. corindum,Y,,B,bursts,,set044-10-25-19-B2.txt,0.017,N,,,25.12846,-80.40809
259,,10.25,1:50pm,44,B-3,M,North Key Largo,DD,C. corindum,N,,,,,set044-10-25-19-B3.txt,0.035,N,,,25.28636983,-80.29077075
135,,10.25,1:50pm,44,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set044-10-25-19-B4.txt,0.083,N,Y,,25.491968,-80.48562
131,,10.25,1:50pm,45,A-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,0.093,N,Y,,25.491968,-80.48562
142,P,10.25,1:50pm,45,A-2,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,0.102,N,Y,,27.903346,-81.589461
287,,10.25,1:50pm,45,A-3,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,0.03,N,,,25.28636983,-80.29077075
